Activity,% Wrong,Timing
Εξάρτηση περιόδου από μάζα,0.0,47
Εξάρτηση περιόδου από μάζα,100.0,17
Εξάρτηση περιόδου από μάζα,100.0,45
Εξάρτηση περιόδου από μάζα,0.0,17
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,100.0,56
Εξάρτηση περιόδου από μάζα,100.0,35
Εξάρτηση περιόδου από μάζα,100.0,6
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,22
Εξάρτηση περιόδου από μάζα,100.0,25
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,10
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,20
Εξάρτηση περιόδου από μάζα,0.0,35
Εξάρτηση περιόδου από μάζα,0.0,22
Εξάρτηση περιόδου από μάζα,100.0,17
Εξάρτηση περιόδου από μάζα,0.0,21
Εξάρτηση περιόδου από μάζα,0.0,43
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,20
Εξάρτηση περιόδου από μάζα,100.0,11
Εξάρτηση περιόδου από μάζα,100.0,9
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,72
Εξάρτηση περιόδου από μάζα,0.0,17
Εξάρτηση περιόδου από μάζα,0.0,23
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,13
Εξάρτηση περιόδου από μάζα,100.0,11
Εξάρτηση περιόδου από μάζα,0.0,15
Εξάρτηση περιόδου από μάζα,0.0,20
Εξάρτηση περιόδου από μάζα,0.0,17
Εξάρτηση περιόδου από μάζα,0.0,18
Εξάρτηση περιόδου από μάζα,0.0,16
Εξάρτηση περιόδου από μάζα,0.0,22
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,15
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,10
Εξάρτηση περιόδου από μάζα,0.0,15
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,10
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,7
Εξάρτηση περιόδου από μάζα,100.0,6
Εξάρτηση περιόδου από μάζα,0.0,7
Εξάρτηση περιόδου από μάζα,0.0,16
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,24
Εξάρτηση περιόδου από μάζα,0.0,9
Εξάρτηση περιόδου από μάζα,0.0,221
Εξάρτηση περιόδου από μάζα,0.0,165
Εξάρτηση περιόδου από μάζα,0.0,27
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,10
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,8
Εξάρτηση περιόδου από μάζα,0.0,4
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,7
Εξάρτηση περιόδου από μάζα,100.0,5
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,7
Εξάρτηση περιόδου από μάζα,0.0,7
Εξάρτηση περιόδου από μάζα,0.0,17
Εξάρτηση περιόδου από μάζα,0.0,34
Εξάρτηση περιόδου από μάζα,0.0,16
Εξάρτηση περιόδου από μάζα,0.0,17
Εξάρτηση περιόδου από μάζα,0.0,9
Εξάρτηση περιόδου από μάζα,100.0,25
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,4
Εξάρτηση περιόδου από μάζα,0.0,23
Εξάρτηση περιόδου από μάζα,100.0,9
Εξάρτηση περιόδου από μάζα,0.0,12
Εξάρτηση περιόδου από μάζα,0.0,40
Εξάρτηση περιόδου από μάζα,0.0,45
Εξάρτηση περιόδου από μάζα,0.0,15
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,12
Εξάρτηση περιόδου από μάζα,0.0,28
Εξάρτηση περιόδου από μάζα,0.0,35
Εξάρτηση περιόδου από μάζα,0.0,25
Εξάρτηση περιόδου από μάζα,0.0,44
Εξάρτηση περιόδου από μάζα,0.0,32
Εξάρτηση περιόδου από μάζα,0.0,7
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,18
Εξάρτηση περιόδου από μάζα,0.0,12
Εξάρτηση περιόδου από μάζα,0.0,9
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,18
Εξάρτηση περιόδου από μάζα,0.0,10
Εξάρτηση περιόδου από μάζα,0.0,20
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,5
Εξάρτηση περιόδου από μάζα,0.0,39
Εξάρτηση περιόδου από μάζα,100.0,61
Εξάρτηση περιόδου από μάζα,100.0,35
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,100.0,10
Εξάρτηση περιόδου από μάζα,100.0,17
Εξάρτηση περιόδου από μάζα,0.0,19
Εξάρτηση περιόδου από μάζα,100.0,13
Εξάρτηση περιόδου από μάζα,100.0,16
Εξάρτηση περιόδου από μάζα,100.0,61
Εξάρτηση περιόδου από μάζα,100.0,7
Εξάρτηση περιόδου από μάζα,100.0,14
Εξάρτηση περιόδου από μάζα,0.0,47
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,21
Εξάρτηση περιόδου από μάζα,0.0,49
Εξάρτηση περιόδου από μάζα,100.0,6
Εξάρτηση περιόδου από μάζα,100.0,7
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,15
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,100.0,48
Εξάρτηση περιόδου από μάζα,100.0,12
Εξάρτηση περιόδου από μάζα,100.0,14
Εξάρτηση περιόδου από μάζα,0.0,20
Εξάρτηση περιόδου από μάζα,0.0,27
Εξάρτηση περιόδου από μάζα,100.0,19
Εξάρτηση περιόδου από μάζα,0.0,12
Εξάρτηση περιόδου από μάζα,100.0,5
Εξάρτηση περιόδου από μάζα,0.0,8
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,5
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,0.0,9
Εξάρτηση περιόδου από μάζα,0.0,36
Εξάρτηση περιόδου από μάζα,0.0,34
Εξάρτηση περιόδου από μάζα,100.0,7
Εξάρτηση περιόδου από μάζα,100.0,41
Εξάρτηση περιόδου από μάζα,0.0,7
Εξάρτηση περιόδου από μάζα,100.0,6
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,23
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,28
Εξάρτηση περιόδου από μάζα,100.0,12
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,13
Εξάρτηση περιόδου από μάζα,100.0,9
Εξάρτηση περιόδου από μάζα,100.0,4
Εξάρτηση περιόδου από μάζα,100.0,6
Εξάρτηση περιόδου από μάζα,0.0,10
Εξάρτηση περιόδου από μάζα,0.0,10
Εξάρτηση περιόδου από μάζα,0.0,57
Εξάρτηση περιόδου από μάζα,0.0,7
Εξάρτηση περιόδου από μάζα,0.0,10
Εξάρτηση περιόδου από μάζα,100.0,11
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,10
Εξάρτηση περιόδου από μάζα,0.0,7
Εξάρτηση περιόδου από μάζα,0.0,15
Εξάρτηση περιόδου από μάζα,100.0,13
Εξάρτηση περιόδου από μάζα,0.0,9
Εξάρτηση περιόδου από μάζα,100.0,10
Εξάρτηση περιόδου από μάζα,0.0,8
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,100.0,10
Εξάρτηση περιόδου από μάζα,100.0,16
Εξάρτηση περιόδου από μάζα,100.0,19
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,18
Εξάρτηση περιόδου από μάζα,0.0,34
Εξάρτηση περιόδου από μάζα,100.0,14
Εξάρτηση περιόδου από μάζα,0.0,25
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,100.0,11
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,100.0,55
Εξάρτηση περιόδου από μάζα,0.0,26
Εξάρτηση περιόδου από μάζα,100.0,18
Εξάρτηση περιόδου από μάζα,0.0,23
Εξάρτηση περιόδου από μάζα,0.0,13
Εξάρτηση περιόδου από μάζα,0.0,35
Εξάρτηση περιόδου από μάζα,100.0,15
Εξάρτηση περιόδου από μάζα,0.0,23
Εξάρτηση περιόδου από μάζα,0.0,19
Εξάρτηση περιόδου από μάζα,100.0,36
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,100.0,24
Εξάρτηση περιόδου από μάζα,100.0,8
Εξάρτηση περιόδου από μάζα,100.0,42
Εξάρτηση περιόδου από μάζα,0.0,19
Εξάρτηση περιόδου από μάζα,0.0,27
Εξάρτηση περιόδου από μάζα,100.0,11
Εξάρτηση περιόδου από μάζα,0.0,20
Εξάρτηση περιόδου από μάζα,0.0,12
Εξάρτηση περιόδου από μάζα,0.0,18
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,13
Εξάρτηση περιόδου από μάζα,100.0,15
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,10
Εξάρτηση περιόδου από μάζα,100.0,19
Εξάρτηση περιόδου από μάζα,100.0,39
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,21
Εξάρτηση περιόδου από μάζα,0.0,22
Εξάρτηση περιόδου από μάζα,100.0,18
Εξάρτηση περιόδου από μάζα,0.0,33
Εξάρτηση περιόδου από μάζα,0.0,8
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,0.0,28
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,94
Εξάρτηση περιόδου από μάζα,100.0,15
Εξάρτηση περιόδου από μάζα,0.0,35
Εξάρτηση περιόδου από μάζα,0.0,43
Εξάρτηση περιόδου από μάζα,0.0,9
Εξάρτηση περιόδου από μάζα,0.0,16
Εξάρτηση περιόδου από μάζα,0.0,126
Εξάρτηση περιόδου από μάζα,0.0,4
Εξάρτηση περιόδου από μάζα,0.0,9
Εξάρτηση περιόδου από μάζα,100.0,15
Εξάρτηση περιόδου από μάζα,100.0,7
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,100.0,6
Εξάρτηση περιόδου από μάζα,100.0,28
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,13
Εξάρτηση περιόδου από μάζα,100.0,6
Εξάρτηση περιόδου από μάζα,100.0,8
Εξάρτηση περιόδου από μάζα,0.0,12
Εξάρτηση περιόδου από μάζα,0.0,19
Εξάρτηση περιόδου από μάζα,0.0,8
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,100.0,10
Εξάρτηση περιόδου από μάζα,0.0,28
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,21
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,31
Εξάρτηση περιόδου από μάζα,0.0,26
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,23
Εξάρτηση περιόδου από μάζα,0.0,21
Εξάρτηση περιόδου από μάζα,0.0,6
Εξάρτηση περιόδου από μάζα,0.0,14
Εξάρτηση περιόδου από μάζα,0.0,43
Εξάρτηση περιόδου από μάζα,0.0,28
Εξάρτηση περιόδου από μάζα,100.0,8
Εξάρτηση περιόδου από μάζα,0.0,16
Εξάρτηση περιόδου από μάζα,0.0,105
Εξάρτηση περιόδου από μάζα,100.0,6
Εξάρτηση περιόδου από μάζα,0.0,23
Εξάρτηση περιόδου από μάζα,100.0,48
Εξάρτηση περιόδου από μάζα,0.0,5
Εξάρτηση περιόδου από μάζα,0.0,11
Εξάρτηση περιόδου από μάζα,0.0,13
Εξάρτηση περιόδου από μάζα,0.0,24
Εξάρτηση περιόδου από μάζα,0.0,26
Εξάρτηση περιόδου από μάζα,100.0,12
